Questions,Labels
제꿈은 곤충학자가 되고싶은데 자신감이 없어여,4
제가 메이크업 아티스트를 꿈 꾼지는 몇 개월 밖에 되지 않았습니다,4
꿈은 부자거든요 자세하게는 young and rich 라고 어릴때 부자가 되는거에요,4
그만큼 유치원교사가 되고 싶었고 꿈에 확신이 있었습니다,4
이런 우주탐사선을 만드는 직업은 무엇인가요,4
5화학공학기술자의 세부적인 직업이 궁금합니다,4
6화학공학기술자가 미래에 유망한 직업인지 궁금합니다,4
7화학공학기술자와 비슷한 직업애는 무엇이 있는지 궁금합니다 8화학관련직업이 궁금합니다,4
작년에 제 진로가 영상편집자 혹은 pd였는데 올해 제 꿈이 배우로 바뀌었어요,4
두 직업의 장단점때문에 고민입니다,4
제가 원래는 아동상담전문가가 진로였는데 놀이심리상담사로 바뀌어서요,4
저의 진로는 자동차 디자이너 입니다,4
저의 원래 진로는 프로게이머입니다,4
먼저 문과 족으로 간다면 외교관이나 법조인을 생각하고 있고 이과 쪽으로 가게 된다면 피부과 의사나 생면과학 연구원을 생각 중입니다,4
방송쪽에 관심이 있어서 그쪽으로 활동한 내용들이 다 적혀있다가 마지막에 과학에 흥미가있다정말네 사실 저는 중학생때만 해도 수학이 너무 안되서 문과로 갈 생각이었는데 고등학교를 오고나서 사회가 너무 싫고 오히려 과학이 재밌어서 이과로 확 틀어버린 학생이에요,4
이런분야의 직업은 어떤게 있고 학과는 어디를 가는게 좋을까요,4
근데 만화가라는 꿈은 절대 놓고 싶지 않아요,4
하지만 저는 이번에 생긴 여태까지와는 다른 느낌인 제 꿈을 포기하고 싶지 않았습니다,4
그래도 꿈을 포기하고 싶진 않아요,4
저는 정말 어릴 때부터 고고학자를 꿈꾸고 있었던 중1입니다,4
의대  교사 어느것을 낫다 보아야할지 고민입니다,4
저는 이미 진로가 확실하게 정해져서 그 계열로 고3때 고교위탁을 생각중이지만 고민에 기로에 선 고1 여학생입니다,4
전 태권도 사범님을 꿈꾸고 있는 고2입니다 하지만 요즘에는 극심한 스트레스로 인해 운동을 쉬고 있는 상황입니다,4
중고등학교 선생님이 되고 싶은 고 1 학생입니다,4
초등학교 5학년6학년 중학교 123 학년 고등학교 12 학년 총 7년동안 군인을 희망직업으로 생각했습니다,4
사진사라고 하니까 욕을 하시더라고요,4
그리고 노래를 안하면 평생 후회할 것 같습니다,4
그리고 성우들을 존경합니다,4
요리사가 하고싶어요,4
그래서 불안해서 못하겠더라고요 엄마도 임상병리사는 조금 불안정할 것 같다구 하시고요,4
예를들면 장식품만 관리한다던가 건축물을 관리한다던가,4
제가 유치원교사도 하고싶고 승무원도 너무 하고싶어요,4
제가 프로그래머를 하려고 합니다,4
온라인 옷 쇼핑몰을 보면 피팅모델이 실외에서 촬영하기도 하고 실내 스튜디오에서도 촬영을 하더라고요,4
장래희망이 없어 고민하다가 약사라는 직업에 대해 관심을 갖게 되었어요,4
현실적으로 성우라는 직업의 입지가 조금씩 줄어들고 있고 학교에 찾아오셨던 진로코치 선생님께서도 그렇게 말씀하셨기 때문에 성우 외에 관심이 있는 직업인 청소년 상담가로 진로를 바꿔야하나 고민하고 있었습니다,4
그 전까지만 해도 법에 대해 큰 관심은 없었지만 검사에 대해 흥미가 생긴 뒤로부터는 법에 조금씩 관심이 생기기도 했지만 아직 법이라는 것에 대한 보이지 않는 벽같은 것이 있는 것 같습니다,4
진로에 대해 관심이 생겼을 때 저는 네이버 웹툰 중독연구소월요일웹툰라는 것에 접하게 되었는데 이 웹툰을 보고 사람을 상담해주고 도와주는 직업을 진로로 하고 싶어서 진로는 찾다가 정신보건사회복지사현재는 정신건강사회복지사라고 불린다네요라는 직업에 대해 알게되었습니다,4
진로적성검사를 할때마다도 교사가 거의 1순위 직업으로 뜨는게 많아서 그냥 진로를 교사말고는 생각해본 적도 없어요,4
경찰관에서 경비 소방관에서 구급대원을 생각하고 있어요,4
그래서 제가 외항사 승무원을 생각하고 있어요,4
저는 현재 전기 전자과 보다는 기계과 안에서 정하려고 하는 중입니다,4
또 이런 거에 대해 알아보다가 국제기구에 들어가려면 국제학과 같은 과는 있는 걸로 아는데 그럼 이 과에 가서 국제기구에 들어가면 무슨 일을 하게 되는건가요,4
저는 응급구조사를 하는것도 좋지만 응급구조학과를 나오면 다양한 진로가 있는데 그중에서 소방공무원 구급분야로 들어가고 싶어졌습니다,4
자신이 들어가고 싶은 공기업을 정하고 관련된 학과를 나와야 하는지 아니면 다른 방법이 있는지 궁금합니다,4
이러한 일을 하는 직업은 무엇무엇이 있고 어떤 학과를 나오는게 좋을까요,4
그래서 국과수 화학과에 취업하려면 어떤 학과와 어떤 자질들이 필요할지 또 국과수가 아니더라도 화학관련 학과를 졸업하여 조향 화장품 베터리 회사말고 다른 직업 분야가 있다면 알고 싶습니다,4
저는 각종 암이나 바이러스들을 연구하고 백신 등을 만드는 것이 꿈인데 어느 학과이고 어떤 직업인지를 모르겠어요,4
그리고 가르치는 직업에는 어떤게 더 있을까요,4
이러한 직업을 갖는게 어떤지 궁금합니다,4
인공지능과 인지심리학에 대해 학교에서 발표자료를 준비하다가 UIUX에 대해 알게되었고 흥미를 가지게 되었습니다,4
간호사가 어쩌면 잘 맞을 직업이라고 생각이 드는데 간호사 태움이라던지 간호사 3교대 등 힘들다는 점들이 너무 부각되어 저를 찌르는거 같아요,4
과연 이게 안정적인 직업일지그리고 미래에는 배드민턴 코치가 되기가 더 어려운지 등 배드민턴 코치에 대해서 알고 싶습니다,4
그러다 부모님의 권유로 방송연출가방송PD 라는 직업의 대하여 알게되었고 자신은 없었찌만 그 직업에 너무 호감이 가게되고 장래희망으로 방송연출가의 꿈을 키워가고 있었습니다,4
나중에 꼭 좋은 상담 분야의 직업을 가지고 싶어요,4
제가 생각해봤을 때 예를 들어 생각한 직업은 3d모델링을 하거나 가르치는 직업 또는 사물인터넷과 관련된 직업인데 크게 와닿는 것 같지도 않고   고민이 많습니다,4
이직업의 꿈을 한번 꾸어보는 것이 좋을까요 아니면 비슷한 대체직업을 찾아보는게 나을까요,4
바텐더를 하고 싶은 중3입니다,4
저는 진짜 피팅모델을 하고 싶은 학생입니다,4
고등학교를 와서 제 자신의 대한 질문들을 끊임없이 하다가 중고등학교 과학교사로 잠깐 이탈하다가 약사로 꿈이 바뀌었습니다,4
저는 공무원이 꿈이 였는데 사실 저는 공부를 잘하지도 못하지도 않은 어중간한 실력을 가진 학생입니다,4
삼성이나 애플 구글과 같은 대기업에 취업하고 싶어서 소프프트웨어 개발자와같은 직업을 생각중이예요이제 곧 고등학교 원서를 써야되서 고등학교를 소프트웨어관련된 마이스터나 특성화를 가야되나 아니면 인문계 일반고를 가서대학입학할때 컴공과를 가야되나 고민이예요 대학때 부터 소프트웨어 공부를하면 늦지않나 싶고 그렇다고 특성화를 가자니 부모님은 초등학교 교사를 원하세요,4
프로그래머를 꿈꾸고 있는데 고등학교나 대학교는 진로에 영향을 많이 주기 떄문이죠 꿈은 정했는데 이와 관련된 학교가 어디가 좋은지 모르겠습니다,4
저는 대학을가서 공사에 시험을 치고 싶은데 정확히 어느 공사에 갈지는 결정이 안 됐지만 다양한 공사에 시험을 칠 수 있는 기회를 받고 싶어서 전기과나 기계과에 가야 된다고 생각 중에 있는데 아직은 확실히 결정을 못해 고민입니다,4
제가 궁금한것은 제가 알고 있는것이 맞는지 제가 부사관이 되기 위해서 필요한 자격증들참고로 저는 태권도4품입니다 20살이 되었을때 군대 신청은 어떻게 하는지 알고 싶습니다,4
물론 성적도 따라주고 비교과도 잘 챙긴다면 교대에 진학할 수 있겠지만 지금 상태로는 가능성이 낮아보여서 교육과 관련된 교사가 아닌 다른 직업들에 대해 알고싶어요,4
성우가 되고 싶어서 여러가지 정보를 찾아봤는데 연기쪽 연극영화과에 들어가면 성우가 될수있다고 들어서 일단은 학교공부를 위주로 성적을 신경쓰고 있는데 성적이 어느 정도가 되어야 하는지도 잘 몰라,4
그러나 아직 제가 어떤 분야를 내 것으로 만들 수 있을지 잘 모르겠어서 이렇게 전문가님들의 조언을 구하고싶습니다 참고로 제가 원하는 일하고 싶은 분야는 환경 보호유니세프와 같은 아동 보호 등이 있는 것 같습니다 ,4
현재 꿈과 진로를 정한 고등학생입니다,4
그래서 다른 사람들에게도 많이 어떤 학교 어떤 길로 가야하는지 물어보기는 봤지만 제대로 모르는 것 같아서 의사가 되려면 어떤 학교 어떤 길로 가야하는지 궁금합니다,4
꿈을 실현시키기 위해 공부할 수 있는 학교와 어떤 자격증이 필요한지 궁금합니다,4
저는 아나운서가 되는 자세한 방법과 수능을 치고나서도 따로 더 공부해야하는 것과 어느 학과를 가야,4
미술에 관심이 많아서 제가 미술관련 직업을 하고싶은데 처음에는 일러스트레이터가 꿈이었습니다 하지만 제가 그 직업을 잘 할 수 있을지 잘 모르겠고 다른 직업이 저한테 더 잘 맞을까 고민이 됐습니다,4
저와 적성에 맞고 저도 잘 할 수 있을 것 같은 일반공무원에 관심을 갖게 되었습니다,4
음악쪽은 듣는걸 좋아하지만 재능이 없는것 같아요 적성검사에서 외교관 변호사 나오는데 이런건 똑부러지는 사람이 잘하는 직업인데 전 너무 덜렁거려서 이 검사 결과가 맞는지 모르겠네요,4
그래서 최근에 외교관이 어떻게하면 되는지 검색을 해보았지만 너무 예전 정보거나 제 성에차지 않는 정보였습니다,4
중1이 되고 얼마 되지 않아 주위에서 많은 분들께서 교사는 갈수록 적게 뽑고 미래전망이 그다지 좋지 않다고 들었습니다,4
저희 집은 돈이 없는데 이렇게 저한테 투자한 돈은 엄청 많습니다 하지만 제가 되고 싶은 것은 판사가 아니라 소방관입니다,4
저는 아직 꿈이 정확하게 정해지지 않지만 현재로선 수의사가 되고 싶습니다,4
높은 보수 명예 사회적 지위가 변호사가 되고 싶은 이유였는데 과연 이런 목표를 가지고 변호사를 해도 될지도 의문이고 변호사가 되고 싶은 이유가 정말 저게 맞는지 이런 생각도 들어요,4
어떤 적성을 가진 사람이 이 직업과 잘 맞을가요 화이트 해커로 창업을 할 수 있나요,4
디저트를 만드는 일과 관련된 직업을 선택하고 싶습니다,4
이쪽으로 직업 목표로 두어도 되는지 불안합니다,4
제가 커서 법 관련된 직업을 갖고 싶긴 하지만 만약에 그게 못됐을 경우 법 관련 학과와 관련된 직업 법위가 적어서 고민이에요,4
하지만 그래도 과학과 관련된 직업에 종사하고 싶습니다,4
저의 꿈은 배우인데요,4
최근에 프로파일러 라는 꿈을 갖게되었어요,4
저랑은 안 맞는 꿈인가요,4
제가 패션디자이너라는 꿈을 가지고 있는 게 맞는 건가요,4
저는 중학교 영어 교사가 꿈인 중1 학생입니다,4
저는 구급대원이 꿈인 학생입니다,4
저는 프리랜서 일러스트레이터가 꿈인 중학교 1학년 학생입니다,4
안녕하세요 저는 검찰수사관이 꿈인 고등학생입니다,4
저는 한의사 또는 한약사 꿈을 가지고 있는 3학년 학생입니다,4
미래 물리치료의사를 꿈 꾸고있는 중학교 3학년 김다나 입니다,4
저는 초등 1학년부터 초등학교 교사의 꿈을 키워온 효지입니다,4
초등학교떄부터 중1까지는 꿈이 연예인아이돌가수 였습니다,4
일반고에 재학중이고 구급대원이 꿈인 여학생입니다,4
저는 프로그래머가 꿈인 중학생 2학년 입니다,4
저는 배우가 꿈인 3학년 학생입니다,4
분장사가 꿈인 학생입니다,4
파티시엘이 꿈인 15살 여학생 입니다,4
저는 래퍼라는 꿈을꾸고잇는 백사중학교2학년 김세훈입니다,4
저는 꿈이 패션디자이너인 중3 학생입니다,4
저는 에너지공학기술자가 꿈인 중3학생 입니다,4
