글쓰기,읽고이해하기,듣고이해하기,말하기,수리력,논리적분석,창의력,범주화,기억력,공간지각력,추리력,학습전략,선택적집중력,모니터링,사람파악,행동조정,설득,협상,가르치기,서비스지향,문제해결,판단과의사결정,시간관리,재정관리,물적자원관리,인적자원관리,기술분석,기술설계,장비선정,설치,전산,품질관리분석,조작및통제,장비의유지,고장의발견.수리,작동점검,조직체계의분석및평가,정교한동작,움직임통제,반응시간과속도,신체적강인성,유연성및균형,시력,청력,knowcode
5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,7.0,8.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,8.0,9.0,9.0,11.0,9.0,9.0,8.0,9.0,8.0,8.0,5.0,6.0,5.0,5.0,4.0,5.0,7.0,7.0,812901
5.0,8.0,8.0,6.0,8.0,6.0,,4.0,6.0,5.0,5.0,7.0,5.0,8.0,5.0,5.0,5.0,5.0,7.0,5.0,9.0,7.0,5.0,,5.0,7.0,8.0,7.0,6.0,5.0,6.0,9.0,5.0,4.0,5.0,7.0,7.0,,,,,,8.0,7.0,151301
4.0,4.0,4.0,6.0,3.0,8.0,4.0,6.0,5.0,7.0,5.0,4.0,7.0,7.0,7.0,9.0,4.0,7.0,6.0,6.0,9.0,6.0,7.0,5.0,6.0,9.0,7.0,8.0,7.0,4.0,7.0,8.0,7.0,7.0,8.0,9.0,9.0,7.0,8.0,9.0,8.0,6.0,7.0,8.0,16101
4.0,3.0,4.0,6.0,4.0,3.0,6.0,6.0,6.0,8.0,,4.0,6.0,5.0,8.0,9.0,,,,10.0,4.0,4.0,6.0,6.0,9.0,,7.0,,10.0,6.0,,,7.0,6.0,4.0,4.0,,6.0,6.0,6.0,7.0,4.0,8.0,3.0,414201
8.0,11.0,12.0,10.0,,10.0,,7.0,5.0,,10.0,,10.0,10.0,8.0,,6.0,,6.0,7.0,9.0,8.0,7.0,7.0,6.0,6.0,,,5.0,,9.0,,,,,,5.0,8.0,5.0,,,8.0,10.0,10.0,301201
4.0,6.0,6.0,5.0,10.0,9.0,5.0,7.0,8.0,7.0,5.0,9.0,7.0,8.0,8.0,6.0,4.0,4.0,9.0,7.0,7.0,8.0,9.0,6.0,7.0,8.0,6.0,7.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,833001
7.0,9.0,10.0,7.0,7.0,9.0,5.0,7.0,7.0,9.0,6.0,7.0,8.0,5.0,7.0,6.0,5.0,7.0,8.0,8.0,10.0,7.0,8.0,6.0,8.0,7.0,7.0,9.0,6.0,5.0,11.0,8.0,8.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,7.0,7.0,26103
5.0,7.0,5.0,5.0,,,,5.0,7.0,,,,,,5.0,,,5.0,5.0,,,,7.0,,,7.0,,,,,7.0,,,,,,,,,,,,,,26201
9.0,11.0,10.0,10.0,8.0,4.0,,4.0,6.0,,5.0,6.0,,5.0,5.0,9.0,11.0,7.0,6.0,11.0,9.0,4.0,8.0,7.0,,,,,,,9.0,,,,,,,,,,5.0,5.0,7.0,6.0,33202
9.0,9.0,9.0,9.0,7.0,9.0,,7.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,9.0,7.0,7.0,8.0,9.0,9.0,7.0,8.0,,,4.0,7.0,,7.0,7.0,7.0,5.0,8.0,9.0,10.0,11.0,,10.0,9.0,7.0,7.0,7.0,7.0,7.0,815001
,4.0,4.0,7.0,7.0,,,7.0,8.0,,,,7.0,,7.0,6.0,,,,7.0,5.0,,5.0,,,,,,7.0,,,,5.0,7.0,7.0,7.0,,9.0,7.0,8.0,7.0,8.0,7.0,7.0,615701
6.0,8.0,7.0,8.0,,7.0,7.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,8.0,8.0,6.0,7.0,11.0,9.0,6.0,7.0,10.0,9.0,6.0,8.0,,,,,6.0,,7.0,,,7.0,,,7.0,10.0,8.0,6.0,7.0,10.0,214401
8.0,8.0,6.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,3.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,9.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,4.0,4.0,,,,,,4.0,9.0,24402
10.0,11.0,10.0,11.0,5.0,10.0,8.0,9.0,10.0,7.0,10.0,9.0,9.0,9.0,11.0,9.0,9.0,9.0,8.0,10.0,9.0,9.0,9.0,5.0,5.0,9.0,6.0,,,,9.0,,5.0,,,,,,,5.0,4.0,6.0,6.0,9.0,231201
7.0,7.0,8.0,9.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,9.0,9.0,9.0,9.0,10.0,,,,,7.0,9.0,,,,,9.0,,,,,6.0,10.0,7.0,13204
4.0,7.0,8.0,5.0,9.0,9.0,6.0,9.0,9.0,8.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,9.0,7.0,131101
4.0,7.0,8.0,11.0,10.0,11.0,,8.0,9.0,8.0,9.0,9.0,12.0,9.0,10.0,,10.0,10.0,9.0,7.0,11.0,10.0,7.0,5.0,10.0,6.0,6.0,6.0,8.0,5.0,4.0,6.0,,5.0,4.0,,,12.0,10.0,6.0,,,11.0,10.0,301103
6.0,7.0,8.0,7.0,5.0,6.0,10.0,6.0,10.0,4.0,,,7.0,,8.0,6.0,6.0,4.0,6.0,8.0,6.0,7.0,8.0,7.0,,,,,6.0,,,,6.0,6.0,6.0,6.0,,10.0,6.0,4.0,6.0,4.0,8.0,4.0,511101
8.0,10.0,7.0,9.0,8.0,9.0,,9.0,8.0,8.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,,7.0,8.0,9.0,10.0,7.0,8.0,8.0,8.0,9.0,4.0,10.0,7.0,,7.0,10.0,6.0,152201
5.0,7.0,11.0,7.0,8.0,5.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,9.0,7.0,10.0,10.0,9.0,6.0,4.0,5.0,,9.0,6.0,9.0,7.0,5.0,10.0,9.0,8.0,9.0,7.0,8.0,9.0,9.0,9.0,7.0,5.0,8.0,6.0,832201
5.0,7.0,9.0,9.0,4.0,5.0,,4.0,10.0,9.0,4.0,4.0,6.0,8.0,7.0,4.0,,4.0,7.0,7.0,6.0,,9.0,,,7.0,,,4.0,,5.0,4.0,,,4.0,,,,10.0,11.0,9.0,10.0,6.0,5.0,624201
8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,10.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,873101
,7.0,8.0,7.0,9.0,9.0,,5.0,9.0,9.0,,7.0,5.0,7.0,4.0,,6.0,7.0,10.0,8.0,9.0,5.0,7.0,,,,,,9.0,,,6.0,7.0,7.0,9.0,9.0,5.0,6.0,8.0,7.0,7.0,7.0,9.0,7.0,852401
9.0,9.0,6.0,5.0,4.0,5.0,9.0,7.0,8.0,,5.0,5.0,4.0,7.0,7.0,9.0,7.0,4.0,4.0,7.0,6.0,7.0,5.0,4.0,4.0,7.0,6.0,9.0,9.0,6.0,10.0,6.0,7.0,7.0,4.0,5.0,7.0,6.0,5.0,7.0,7.0,,9.0,4.0,415501
10.0,11.0,9.0,9.0,7.0,10.0,7.0,7.0,8.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,301108
9.0,11.0,10.0,11.0,9.0,7.0,5.0,6.0,7.0,7.0,6.0,10.0,8.0,7.0,8.0,10.0,9.0,9.0,8.0,9.0,8.0,10.0,12.0,11.0,7.0,10.0,5.0,5.0,,,5.0,,,,,,5.0,,,,5.0,5.0,7.0,7.0,33202
11.0,10.0,11.0,10.0,9.0,9.0,,10.0,9.0,5.0,6.0,6.0,9.0,7.0,6.0,8.0,,,5.0,6.0,7.0,4.0,9.0,8.0,5.0,7.0,,,4.0,6.0,8.0,8.0,8.0,6.0,5.0,9.0,6.0,6.0,6.0,9.0,,9.0,8.0,7.0,28203
7.0,8.0,9.0,9.0,7.0,8.0,9.0,7.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,9.0,9.0,10.0,11.0,10.0,11.0,11.0,7.0,7.0,9.0,10.0,9.0,8.0,7.0,7.0,9.0,7.0,7.0,9.0,7.0,7.0,10.0,11.0,11.0,10.0,11.0,10.0,9.0,420402
7.0,8.0,9.0,7.0,9.0,9.0,7.0,9.0,7.0,9.0,7.0,9.0,9.0,5.0,5.0,7.0,5.0,5.0,9.0,5.0,7.0,9.0,7.0,7.0,5.0,7.0,7.0,7.0,8.0,5.0,7.0,5.0,7.0,7.0,5.0,5.0,7.0,9.0,7.0,7.0,8.0,6.0,7.0,7.0,140101
,,,,4.0,4.0,,,,4.0,5.0,5.0,,4.0,,,,,,,7.0,,,,7.0,,10.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,7.0,9.0,7.0,9.0,7.0,,4.0,,7.0,7.0,136001
4.0,5.0,5.0,4.0,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,6.0,,,,,,5.0,,5.0,,4.0,,,,,4.0,,7.0,,,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,6.0,5.0,6.0,4.0,817101
,5.0,6.0,6.0,6.0,6.0,,5.0,4.0,4.0,,5.0,7.0,,5.0,5.0,,,5.0,7.0,5.0,,4.0,,,,,,5.0,4.0,,,6.0,5.0,5.0,5.0,,8.0,7.0,7.0,10.0,8.0,4.0,5.0,701301
8.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,7.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,8.0,623002
4.0,5.0,4.0,4.0,4.0,,,5.0,6.0,,5.0,5.0,6.0,4.0,7.0,6.0,6.0,,,6.0,5.0,6.0,4.0,7.0,7.0,,5.0,,5.0,5.0,,,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,6.0,5.0,4.0,4.0,561501
11.0,11.0,11.0,10.0,11.0,11.0,10.0,10.0,11.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,155103
,11.0,9.0,6.0,7.0,6.0,6.0,5.0,12.0,6.0,7.0,4.0,9.0,,,,,,6.0,6.0,7.0,,,,6.0,7.0,7.0,4.0,6.0,12.0,6.0,6.0,9.0,7.0,12.0,12.0,,10.0,10.0,10.0,8.0,9.0,11.0,9.0,812102
4.0,4.0,7.0,8.0,,6.0,7.0,4.0,6.0,6.0,5.0,4.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,8.0,7.0,6.0,7.0,4.0,4.0,4.0,6.0,3.0,5.0,3.0,,3.0,5.0,5.0,5.0,5.0,3.0,6.0,4.0,6.0,5.0,4.0,7.0,4.0,511201
11.0,10.0,9.0,9.0,9.0,9.0,7.0,8.0,11.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,9.0,11.0,9.0,8.0,9.0,8.0,10.0,9.0,9.0,8.0,,5.0,5.0,11.0,,6.0,4.0,9.0,6.0,4.0,,5.0,5.0,,5.0,9.0,6.0,306903
6.0,4.0,5.0,4.0,,,,3.0,,,,,6.0,,6.0,5.0,4.0,,,,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,5.0,,,,5.0,7.0,6.0,7.0,4.0,7.0,3.0,,4.0,5.0,6.0,4.0,881201
7.0,8.0,8.0,6.0,7.0,5.0,,,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,,,6.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,32302
4.0,7.0,7.0,5.0,4.0,4.0,4.0,5.0,4.0,7.0,4.0,5.0,4.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,5.0,4.0,5.0,4.0,6.0,6.0,413102
8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,,8.0,9.0,,,8.0,8.0,8.0,8.0,8.0,,,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,8.0,9.0,8.0,9.0,11.0,8.0,131101
,8.0,8.0,6.0,,6.0,,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,4.0,,,9.0,8.0,5.0,4.0,10.0,,7.0,9.0,8.0,4.0,8.0,,,,6.0,5.0,5.0,6.0,4.0,4.0,,4.0,,,6.0,6.0,301110
4.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,701701
8.0,9.0,9.0,10.0,9.0,8.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,7.0,10.0,7.0,10.0,6.0,5.0,9.0,9.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,10.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,5.0,9.0,6.0,26201
,4.0,4.0,,,4.0,,6.0,,6.0,,,,,6.0,4.0,4.0,,,6.0,6.0,4.0,4.0,4.0,,4.0,4.0,6.0,4.0,,,4.0,6.0,4.0,9.0,11.0,4.0,5.0,4.0,4.0,,4.0,6.0,4.0,624301
11.0,10.0,10.0,10.0,10.0,12.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,110202
,6.0,7.0,6.0,,5.0,,6.0,7.0,,5.0,6.0,8.0,,,,,,7.0,,5.0,7.0,5.0,,5.0,,6.0,5.0,8.0,6.0,,8.0,6.0,7.0,8.0,7.0,,7.0,7.0,5.0,7.0,6.0,7.0,6.0,861101
,5.0,7.0,8.0,4.0,7.0,4.0,8.0,7.0,6.0,4.0,7.0,12.0,5.0,7.0,8.0,10.0,8.0,5.0,10.0,7.0,8.0,5.0,10.0,9.0,7.0,4.0,7.0,5.0,,4.0,8.0,6.0,9.0,7.0,5.0,4.0,6.0,8.0,4.0,10.0,7.0,8.0,5.0,872101
9.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,,,,151101
4.0,7.0,5.0,7.0,,,6.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,4.0,4.0,7.0,8.0,8.0,9.0,9.0,6.0,4.0,,9.0,9.0,9.0,,,7.0,9.0,7.0,10.0,10.0,9.0,7.0,8.0,9.0,10.0,7.0,9.0,7.0,702401
5.0,4.0,6.0,,5.0,4.0,4.0,6.0,4.0,4.0,4.0,,6.0,,,5.0,4.0,,5.0,5.0,6.0,,7.0,,5.0,,,,10.0,10.0,,10.0,9.0,9.0,8.0,7.0,4.0,9.0,10.0,10.0,9.0,9.0,6.0,4.0,852101
7.0,9.0,7.0,7.0,8.0,7.0,7.0,9.0,10.0,8.0,8.0,9.0,11.0,7.0,5.0,8.0,,7.0,7.0,7.0,8.0,8.0,9.0,5.0,5.0,7.0,9.0,7.0,7.0,5.0,6.0,7.0,9.0,12.0,12.0,12.0,7.0,11.0,12.0,7.0,9.0,11.0,11.0,11.0,812102
4.0,6.0,7.0,4.0,6.0,4.0,10.0,5.0,7.0,8.0,7.0,4.0,10.0,8.0,9.0,5.0,4.0,5.0,4.0,6.0,4.0,6.0,6.0,4.0,,,4.0,6.0,9.0,8.0,8.0,9.0,7.0,9.0,8.0,9.0,9.0,9.0,9.0,6.0,6.0,4.0,9.0,4.0,881201
5.0,9.0,9.0,10.0,8.0,8.0,8.0,7.0,6.0,9.0,8.0,7.0,9.0,8.0,10.0,8.0,11.0,7.0,8.0,10.0,7.0,8.0,7.0,4.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,7.0,4.0,4.0,6.0,6.0,512301
8.0,8.0,8.0,10.0,5.0,7.0,6.0,6.0,8.0,7.0,7.0,5.0,6.0,7.0,8.0,8.0,9.0,5.0,,10.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,,,4.0,4.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,7.0,4.0,6.0,4.0,8.0,9.0,29101
7.0,6.0,4.0,6.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,5.0,8.0,7.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0,5.0,7.0,4.0,826301
,4.0,4.0,4.0,9.0,10.0,5.0,4.0,7.0,8.0,7.0,7.0,10.0,10.0,7.0,6.0,7.0,7.0,6.0,8.0,9.0,9.0,,,,,9.0,4.0,7.0,4.0,5.0,10.0,9.0,9.0,9.0,7.0,5.0,9.0,9.0,4.0,4.0,,4.0,,306301
,7.0,7.0,7.0,4.0,5.0,,9.0,7.0,4.0,,10.0,11.0,5.0,11.0,12.0,9.0,10.0,7.0,10.0,11.0,9.0,7.0,4.0,9.0,5.0,9.0,7.0,10.0,,,5.0,9.0,10.0,,,5.0,12.0,12.0,10.0,11.0,9.0,7.0,5.0,306502
,4.0,5.0,5.0,5.0,10.0,,7.0,6.0,6.0,,6.0,9.0,5.0,5.0,7.0,4.0,4.0,,,7.0,7.0,4.0,4.0,7.0,4.0,7.0,5.0,4.0,,5.0,,,,,,9.0,7.0,7.0,5.0,7.0,6.0,8.0,8.0,155306
,5.0,7.0,5.0,,8.0,,6.0,7.0,7.0,,6.0,7.0,,7.0,6.0,8.0,7.0,5.0,,7.0,7.0,5.0,6.0,7.0,7.0,,6.0,9.0,6.0,7.0,6.0,,6.0,7.0,7.0,7.0,6.0,,6.0,,6.0,,,140306
10.0,8.0,8.0,7.0,7.0,10.0,,9.0,10.0,8.0,10.0,10.0,7.0,9.0,9.0,9.0,8.0,7.0,9.0,8.0,9.0,9.0,8.0,5.0,,7.0,9.0,,10.0,9.0,11.0,10.0,9.0,9.0,7.0,7.0,8.0,7.0,8.0,7.0,5.0,7.0,10.0,6.0,156201
10.0,8.0,9.0,7.0,9.0,7.0,6.0,6.0,8.0,8.0,7.0,8.0,6.0,6.0,7.0,8.0,9.0,7.0,9.0,6.0,7.0,9.0,8.0,7.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,6.0,10.0,8.0,6.0,8.0,9.0,6.0,8.0,8.0,8.0,6.0,8.0,6.0,136002
11.0,12.0,11.0,11.0,9.0,10.0,12.0,11.0,11.0,10.0,10.0,10.0,11.0,12.0,10.0,10.0,12.0,10.0,10.0,11.0,11.0,11.0,10.0,10.0,12.0,11.0,11.0,9.0,9.0,7.0,4.0,8.0,,6.0,8.0,,,,,6.0,,,,,122105
,4.0,6.0,8.0,6.0,,,7.0,4.0,4.0,,4.0,5.0,7.0,5.0,7.0,4.0,,4.0,9.0,5.0,5.0,5.0,,,5.0,,,,,4.0,,,,,,5.0,5.0,7.0,7.0,4.0,4.0,4.0,4.0,562401
4.0,4.0,6.0,6.0,,7.0,,5.0,7.0,8.0,,,7.0,,7.0,6.0,5.0,5.0,,10.0,7.0,5.0,8.0,,6.0,4.0,7.0,,6.0,,,,5.0,,8.0,8.0,5.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,240201
,5.0,7.0,5.0,,,11.0,6.0,6.0,,,4.0,7.0,9.0,6.0,6.0,4.0,7.0,3.0,7.0,6.0,6.0,7.0,3.0,4.0,,6.0,6.0,7.0,,,5.0,7.0,5.0,7.0,3.0,,7.0,5.0,,,4.0,6.0,,415101
5.0,6.0,7.0,5.0,7.0,6.0,6.0,5.0,4.0,8.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,8.0,8.0,7.0,8.0,6.0,9.0,8.0,9.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,6.0,9.0,9.0,8.0,9.0,9.0,6.0,6.0,6.0,9.0,25201
,5.0,4.0,,4.0,4.0,,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,,5.0,4.0,4.0,,5.0,5.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,4.0,4.0,,7.0,5.0,831301
5.0,6.0,7.0,4.0,,,,8.0,4.0,3.0,,,5.0,8.0,8.0,8.0,8.0,,8.0,9.0,8.0,7.0,7.0,,,5.0,,,7.0,,5.0,,,,,,6.0,,,,7.0,10.0,7.0,7.0,523001
5.0,6.0,6.0,4.0,7.0,9.0,,7.0,7.0,7.0,3.0,3.0,7.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,7.0,6.0,7.0,6.0,4.0,4.0,7.0,9.0,9.0,9.0,6.0,7.0,9.0,9.0,9.0,9.0,7.0,6.0,7.0,5.0,6.0,4.0,7.0,7.0,811601
6.0,6.0,9.0,9.0,5.0,7.0,5.0,6.0,8.0,5.0,6.0,7.0,5.0,4.0,6.0,,6.0,4.0,9.0,9.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0,5.0,5.0,7.0,5.0,5.0,9.0,6.0,6.0,7.0,,4.0,,,4.0,,5.0,4.0,612101
4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,,4.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,4.0,4.0,6.0,,155203
5.0,4.0,5.0,9.0,5.0,9.0,9.0,4.0,,9.0,,5.0,7.0,7.0,7.0,10.0,9.0,10.0,9.0,5.0,,11.0,9.0,7.0,7.0,7.0,7.0,9.0,,,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,,,,,4.0,6.0,155305
5.0,4.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,,5.0,7.0,5.0,5.0,7.0,5.0,5.0,7.0,5.0,5.0,5.0,9.0,5.0,5.0,8.0,7.0,7.0,8.0,6.0,5.0,4.0,5.0,9.0,7.0,6.0,6.0,9.0,9.0,9.0,10.0,8.0,9.0,6.0,701701
10.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,9.0,10.0,9.0,9.0,8.0,8.0,8.0,10.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,10.0,10.0,13701
5.0,7.0,9.0,8.0,7.0,9.0,7.0,6.0,5.0,4.0,6.0,5.0,7.0,9.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,7.0,9.0,7.0,7.0,9.0,5.0,7.0,5.0,4.0,9.0,7.0,5.0,7.0,8.0,4.0,6.0,5.0,,4.0,,4.0,5.0,5.0,134201
5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,7.0,5.0,7.0,6.0,5.0,5.0,4.0,5.0,7.0,7.0,4.0,5.0,9.0,5.0,5.0,4.0,,4.0,,5.0,5.0,5.0,5.0,7.0,,5.0,7.0,4.0,7.0,9.0,9.0,10.0,902201
5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,,4.0,6.0,4.0,,,4.0,6.0,5.0,5.0,,,,7.0,,4.0,4.0,,,4.0,4.0,6.0,6.0,,6.0,4.0,5.0,7.0,5.0,7.0,4.0,702301
4.0,9.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,4.0,6.0,7.0,6.0,7.0,8.0,6.0,5.0,,6.0,8.0,8.0,5.0,,5.0,6.0,5.0,7.0,6.0,8.0,9.0,6.0,6.0,8.0,5.0,9.0,,6.0,8.0,5.0,4.0,,8.0,4.0,134401
6.0,10.0,11.0,9.0,6.0,8.0,6.0,4.0,8.0,4.0,6.0,9.0,9.0,6.0,10.0,4.0,5.0,6.0,4.0,11.0,9.0,8.0,9.0,,9.0,,8.0,,8.0,8.0,7.0,11.0,6.0,10.0,12.0,11.0,6.0,11.0,9.0,4.0,,6.0,11.0,10.0,841201
7.0,9.0,7.0,6.0,6.0,9.0,,,,,7.0,10.0,,7.0,7.0,8.0,,,,,5.0,8.0,4.0,7.0,,7.0,,,,,5.0,,,,,,7.0,,,,,,,,13203
4.0,6.0,7.0,4.0,,6.0,,9.0,7.0,7.0,6.0,7.0,6.0,4.0,9.0,7.0,4.0,,6.0,7.0,9.0,7.0,4.0,,,6.0,7.0,,,,,4.0,7.0,,,,5.0,9.0,7.0,7.0,9.0,9.0,7.0,3.0,541201
4.0,6.0,8.0,4.0,9.0,9.0,4.0,9.0,4.0,4.0,4.0,4.0,4.0,11.0,7.0,4.0,6.0,6.0,8.0,6.0,11.0,8.0,4.0,6.0,4.0,11.0,,,,,4.0,,4.0,,,,,,,,6.0,5.0,4.0,4.0,13501
,5.0,5.0,,,,,9.0,6.0,7.0,,,6.0,,,,,,,,,,6.0,,,,,,,,,,,,4.0,,,,4.0,,8.0,8.0,5.0,3.0,561101
10.0,11.0,11.0,10.0,11.0,11.0,8.0,10.0,10.0,10.0,9.0,11.0,9.0,10.0,4.0,11.0,,,,11.0,9.0,11.0,9.0,9.0,4.0,,4.0,,10.0,9.0,10.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,4.0,8.0,4.0,9.0,9.0,16201
6.0,8.0,9.0,10.0,11.0,11.0,7.0,9.0,8.0,4.0,10.0,8.0,9.0,9.0,10.0,6.0,9.0,8.0,7.0,8.0,9.0,10.0,8.0,10.0,,8.0,,,,,8.0,,,,,,4.0,,,,,,,,31201
