,0,result
13936,그런데 꿈이 격투기선수UFC세계1등랑 축구선수국가대표가 되어서 팀에 주장이 되어 월드컵 최초 우승경찰싱잉랩퍼연기자연예인영화배우 특수부대원 등등 하고싶은데 이중에 안돼는것이 있을게 분명히 있어요,16
13937,그런데 저는 이중에서 하나만 성공하고싶어요,9
13938,근데 하고 싶은게 너무 많아요,7
13939,제가 체력기를려고 제 꿈을 위해서 격투기체육관6학년 9월달 정도에 아마도 시작한거같고 지금도 계속하고잇죠  합기도 예전에 7년 정도 다니고 이제 축구는 5학년때 시작해서 지금도 계속하고 잇구요,9
13940,그래서 제가 신청하는 이유는 이중에 뭘더 잘할수 잇을지 그걸 도와달라는겁니다 ,11
13941,부탁합니다,5
13942,제가 돈을 많이 벌어야됍니다 그래야 집에서 부모님이 먹여살린 대가를 치를수 잇고 지금보다 더 좋은집도 하고싶고 아빠 집도 다 제 손으로 이사 해드리고 싶어요,6
13943,제가 벌어서 어떻게든 성공해야돼요 아빠랑도 약속 했으니깐요 전 멋잇는사람이 되고는 싶어도 제꿈을 크게 잡는이유는 딱하나에요 유명해지기 꿈도 안꿔요 저는 진짜 돈많이벌어서 효도하고 제가 남들부럽지 않게 살고 싶고 돈땜에 기죽기 싫고 옷도 친구들은 명품 딱 멋잇게 입고다니는데 친구들은 저한테 말하죠,14
13944,옷을 엄청 못입는다고 저도 옷잘입고 싶죠 그런데 이걸 신경쓸 필요가 없다 생각해요,8
13945,남에게 잘보여야 하는건 당연한거지만 옷에 너무 돈을쓰게되면 저도모르게 쇼핑 중독자가 될수 잇기 때문이죠 ,8
13946,그래서 저는 꿈을 크게잡고 만약에 꿈이 망가지게 되면 첨부터 다시 시작하는 마인드로 지금 정신 차리고 제꿈에 발전 하려고 노력 중입니다,8
13947,어떻게 더 해야 제꿈에 대해 발전할수잇고 어떻게 해야 이 직업으로 돈을 더 벌수잇는지만 조언 주잇다면 감사드리겟슴다,8
13948,제가 진로희망으로 건축가를 중3들어가고부터 선택을 했는데 좀 늦은걸까요,10
13949,어제 문의를 드렸는데 다시한번 물어봐서 정말 죄송합니다,6
13950,정말 길게 잘 써주셨는데 한편으로는 힘드신거같아서 이번에 마지막으로 쓰겠습니다,6
13951,고아원 선생님이 되고 싶고 이번에는 어떤 관련학과나 어떤 조건을 가져야하는지는 써주시지 않으셔도 될거같아요,13
13952,단지 저는 그냥 보육교사의 일정이 궁금했을 뿐이지만 어느 블로그를 들어가도 지식백과 위키피디아 등등 많은 자료를 찾아나섰는데 그냥 모두가 초등학생 어린이의 일정만 늘어놓아서 여기서는 보육교사의 정확한 1보육교사가 하는 일 2보육교사의 일정 을 알아보고싶어서 상담요청을 했습니다,9
13953,이런 것들에 대해서 알고싶어요,1
13954,문의유형을 어떤걸 선택해야할지 모르겠군요,5
13955,그냥 유형과 상관없이 저 위에 2가지 질문에 답해주시면 정말 감사할거같습니다,9
13956,오늘도 글써주시는분 정말 감사드리고 수고하세요,0
13957,안녕하세요,4
13958,강원도 원주에 살고있는 고등학교 2학년입니다,19
13959,고등학교 2년을 허송세월로 보내고 제가 정말 하고싶은 것에 몰두하고싶어서 커리어넷을 찾게되었고 직업적성검사로 얻은 결과로 직업을 찾던 도중에 눈에 띄는 직업이 하나 있었습니다,14
13960,그것이 행사기획자 입니다,9
13961,그런데 행사기획자 관련 학과나 정확한 정보를 찾는 것이 조금 힘든 것 같습니다,14
13962,그래서 행사기획자에 관련된 전문 대학과 그에 맞는 학과를 알고싶습니다,13
13963,안녕하세요,4
13964,저는 해외에서 살고 있는 17살 박서영이라고 합니다,2
13965,제가 어렸을 때부터 심장전문의가 꿈이었어서 한 8살부터 몇 주 전까지만 해도 만약에 심장전문의가 못 되어도 의사가 꼭 되어야지 했는데 최근들어서 의사가 너무 하기가 싫어요,0
13966,그래서 직업적성검사도 해봤는데 제가 원하는 것 같으면서도 아닌것 같고 제가 뭘 진짜로 원하는지 잘 모르겠어요,1
13967,이럴때는 어떻게 하면 좋은가요,15
13968,저는 현재 인문계 고등학교에서 음악을 하고있는 중이에요,10
13969,피아노를 치고 있고  7살때 처음 피아노를 시작 했고  중학교 3학년때 예고 진학을 목표로 하고 그때부터 전공쪽으로 바꾼것 같아요 ,0
13970,7살때부터 쳤다고는 해도 중학교 2학년때까지는 전공이 아닌 그냥 취미쪽으로만 쳐 왔던 터라 저는 제 실력에 항상 만족하지 못해왔어요 ,9
13971,고등학교 1학년때부터 인문계 고등학교를 다닌게 아니고  고등학교 1학년때는 예술고등학교에 다니다가  제가 생각했던 예술고와는 거리가 너무 멀어서 당황 했었어요  시간도 아깝고  제 생각엔 학교에서 배우는 양   질 에 비해 수업료가 너무 비싸다고 생각이 들어 고민고민하다가 올해 4월에 예술고에서 인문계로 전학을 결정하고  현재 인문계를 다니는 중입니다,2
13972,예고에 있을때는 딱히 성적이나  대학 진학  취업 등을 막 그렇게 중요하게 생각하지 않았는데 인문고등학교를 다니니까 몇몇 아이들을 벌써 꿈이 확실하게 정해져 있고 목표 대학을 정해놓고 공부를 하는걸 보고 저도 자연스럽게 대학과  대학 졸업 후 취직에 대해 생각해보게 되었어요 ,8
13973,제가 실력만 충분하다면 피아노만 전문적으로 다루는 직업을 삼고 싶지만 제 실력이 아직 많이 너무 많이 부족하다고 생각이 들어  음악중 피아노가 아닌 제 진로의 폭을 좀 넓게 생각 해 보려고 노력 중이에요  그동안 생각해 본 것들은 음악교육  학교   음악출판사 까지가 제 최대 이더라구요 ,14
13974,다들 나 피아노 해  하면 피아니스트 하게  라고 물어보는 경우가 꽤 많이 있는데 제 실력으로는  터무니없는 꿈 같이 느껴지더라구요 ,0
13975,어찌하든 음악으로 대학을 가려면 전공으로 삼는 음악도 물론 잘 해야하겠지만은  지금 우리나라에서는 음악만 잘한다고 갈수 있는 곳이 적은것 같더라구요 ,11
13976,어렸을때 학원에서 음악이론 문제집을 풀때나 지금 심화된 음악이론 공부를 하려고만 하면 뭔가 여기서 이런 설명이 더 있었으면 좋았을거 같은데 라는 생각이 들더라구요  그래서 음악출판사에 취직을 해 제가 원했던것  그 교재를 보고 공부할 친구들이 원할만한것들을 만들어 보고 싶다는 생각이 들었어요 ,8
13977,하지만 음악출판사 취업을 하려면 제 전공이 클래식 피아노 인데  실용음악 대중음악을 포함해 여러 악기들을 다 이해하고  기타도 잘 해야하고 여러가지 잘 해야 하는 것들이 많더라구요  전 지금까지 피아노 하나만을 해왔는데 말이죠  음악출판사에 취직을 하려면 대학을 무슨 과를 가야 할지도 모르겠고  그에 맞는 음악 공부나 학교 공부를 어떻게 해야할지도 모르니까 정말 답답하더라구요  음악교육도 마찬가지 이구요  성적을 밑바탕으로 깔고 잘 해야만이 좋은 대학을 가고  그 좋은 대학을 어깨에 올리고 그 어려운 취업시장에 뛰어든다고 생각을 하니까 제가 너무나 초라해보였어요 ,11
13978,해도 안될것같은 생각만 가득 들더라구요,13
13979,공부에는 재미가 붙지 않아서 거의 놓다가 요새 다시 시작 해 보려고는 하는데 어떻게 하는 방법도 모르겠고 할줄을 모르니까 점점 제가 저를 더 놓게 되더라구요,11
13980,그 시간에 다른 친구들은 공부 더 해서 등급 올리고 있는데 밑바닥만 깔고 있으니까 혼자 동떨어진 기분  공부를 진짜 맘 잡고 연습이랑 같이 열심히 하려고 하는데  대학교에 예술쪽 학과는 제가 아는게 거의 없더라구요  혼자 틀어박혀서 돈을 버는게 아닌  사람들과 어울리며 웃을수 있는 진로를 원하는데  어떻게 해야 할까요 ,8
13981,초등학교 때만해도 꿈이 너무 많았었는데 지금은 하고싶은것도 없고 잘하는것도 없는것같아서 도대체 진로를 어떻게 정햐야할지 모르겠어요,18
13982,데이터베이스관리자에 대해 알고 싶어요,2
13983,중학생인데요,19
13984,데이터베이스관리자 앞으로의 전망 그리고 데이터베이스관리자는 정확히 무슨일을 하는지 알려주세요,0
13985,그리고 이 직업에 앞으로의 전망도요,13
13986,안녕하세요,4
13987,고등학생 1학년인데,3
13988,그 고아원 교사가 되고싶은데 일단 고아원 교사의 일정이 어떻게되고 어떤 일을 하는지 너무 궁금합니다,18
13989,답변해주시면 감사하겠습니다,6
13990,미국에서 유학중인 18살 고등학생입니다,19
13991,이제 슬슬 대학에서 무엇을 전공할것인지를 정해야 어떤 대학교를 가고 어떤 과외활동을 하고 어떤 공부를 해야할지 방향성을 잡아야하는 목표성을 느껴 문의드립니다,11
13992,지금까지 살아오면서 커서 무엇을 해보고싶다,14
13993,라는 생각을 해보지 않았을 뿐더러 머리속에 들어오는 아이디어도 딱히 없습니다,14
13994,커리어넷에서의 진로적성검사또한 저에게 큰 변화를 가져다주지 못했습니다,0
13995,전공을 정해달라기보단 방향성을 잡기 위해 할 수 있는 일들이 어떤일이 있는지 알려주세요,0
13996,체육교사 운동선수 경호원 경찰관 비행기 조종사 등 하고 싶은게 많기도 한 것 같고 아닌 것 같기도 해요,0
13997,진로를 빨리 정해서 그 분야로 밀고 나가고 싶은데 어떻게 진로를 정해야 될지 모르겠어요,13
13998,그리고 나중에 선택하게 될 진로를 후회하지 않을지가 너무 걱정돼요,7
13999,안녕하세요,4
14000,진로를 찾고있는 학생인데 어떤것을 선택해야할지 모르겠어요,7
14001,제가 잘하는것은 ppt를 이용한 전달력이 우수하고 친화력이 좋고 예술성이 좀 있게 나왔어요,6
14002,심리학과에 가서 심리학 연구원을 하고싶지만 대학원에서의 사회생활이 두렵기도 하고 무언가 흥미도 있고 탐구도 재밋겠지만 직접 해본적이 없는거같아 막상 해보면 잘 안될거같기도 해요,8
14003,광고 기획자도 하고싶은데 상상력이 풍푸하다고 생각해왔지만 막상 생각해오니 이런저런 아이디어들에서 베껴서 조금 더 좋은 아이디어를 낸 것 뿐이에요,6
14004,주식에 관심은 없지만 좋아해서 경영관련 애널리스트같은 직업도 생각해봤지만 막상 생각해보면 경제랑 안맞는거같기도 해요,13
14005,음악을 좋아해서 피아노를 배우거나 춤을 추거나 작곡을 배우고싶기도 한데 부모님께서 많이 반대하셔요 저랑 어울리는 직업을 찾고싶어서 많이 방황하고 생각하고있어요,8
14006,도와주세요,6
14007,안녕하세요,4
14008,저는 중학생입니다,3
14009,아직 꿈을 결정하지 못했는데요,15
14010,특별히 잘하는 것도 없는데 진로 검사에서는 과학쪽이 나왔어요,18
14011,과학쪽도 제가 잘하는 분야가 아니라서 걱정이네요,18
14012,미래 산업 쪽으로 생각해봐야 될것 같은데 최근에는 심리학쪽에 관심이 생겼어요,13
14013,심리학쪽은 병원에서 일을 할수있나요,11
14014,그리고 심리학과를 나오면 어디에 지원할수 있나요,11
14015,심리학과 나오신분들도 댔글달아주세요,6
14016,부탁드리겠습니다,16
14017,저는 만들기미술과 예체능을 잘하는데 앞으로의 꿈을 어떤것으로 정해야할지 모르겠어요 그리고 컴퓨터 DIAT 자격증 고급으로 4개랑 중급으로 ITQ자격증 1개 있어요 연봉 또는 월급이라던가 그런것도 자세하게 다 알고 정하고 싶어요,2
14018,그렇지만 제가 원하는 내용이 나와있는 사이트가 없어요,13
14019,제가 꿈이 2개가 있는데 가수랑 경찰관입니다,19
