,0,1,index,result,dbs1,result2,dbs2,result3,dbs3,result4,dbs4,result5,dbs5,result6,dbs6,result7,dbs7,result8,dbs8,result9,dbs9,result10,dbs10
15867,하지만 제가 어떤 분야로 가고 싶은지도 잘 모르겠고 아직 확실한 꿈이 정해진 단계도 아니여서 고민이 많이 돼요,"['어떻다', '분야', '가다', '싶다', '자다', '모르다', '확실하다', '꿈', '정해진', '단계', '아니다', '고민', '돼다']",15887,0,0,-1,0,-1,0,0,0,-1,0,11,11,,,,,,,,
15878,2주전에 진로심리검사에서 1순위로 기업형이 나와있는데요 기업 고위 임원은 안정적이지 않아서 보다 안정적인 공무원이 되고 싶어졌습니다,"['주전', '진로', '심리검사', '순위', '기업', '나오다', '기업', '고위', '임원', '안정', '않다', '보다', '안정', '공무원', '되다', '싶다']",15898,0,0,-1,0,-1,0,0,0,-1,0,15,15,,,,,,,,
15879,고등학교는 일반고 가면 될 것 같고 대구 주위에 대학과 관련된 학과는 어떤것을 선택하면 좋을까요,"['고등학교', '일반', '가면', '되다', '대구', '주위', '대학', '관련', '되다', '학과', '선택', '하다', '좋다']",15899,0,0,-1,0,-1,0,0,0,-1,0,32,32,,,,,,,,
15882,내 적성은 무엇이고 나에게 맞는 직업 분야,"['내', '적성', '맞다', '직업', '분야']",15902,0,0,-1,0,13,13,,,,,,,,,,,,,,
15883,저는 아직 제꿈이 없어요,"['꿈', '없다']",15903,0,0,39,14,,,,,,,,,,,,,,,,
15884,이 커리어넷을 통해 나에게 맞는 직업 학과를 찾아보았지만 별로 끌리는 직업이 없었어요,"['커리어', '통해', '맞다', '직업', '학과', '찾아보다', '별로', '끌리다', '직업', '없다']",15904,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,8,8,,
15887,선생님 제 꿈이 과학자같은 학자입니다,"['선생님', '꿈', '과학자', '학자', '이다']",15907,0,0,-1,0,20,20,,,,,,,,,,,,,,
15893,어떻게 하면 좋을까요,"['어떻다', '하다', '좋다']",15913,0,0,5,4,,,,,,,,,,,,,,,,
15895,그리고 커리어넷에는 진로 상담말고 다른게 몇 개더 있나여,"['커리어', '진로', '상담', '개다']",15915,0,0,-1,0,-1,0,19,19,,,,,,,,,,,,
15896,안녕하세요,['안녕하다'],15916,1,1,,,,,,,,,,,,,,,,,,
15897,애니메이터를 꿈꾸고 있는 학생입니다,"['애니메이터', '꿈꾸다', '학생', '이다']",15917,0,0,-1,0,1,1,,,,,,,,,,,,,,
15904,안녕하세요,['안녕하다'],15924,1,1,,,,,,,,,,,,,,,,,,
15906,저는 일단 꿈이 없습니다,"['꿈', '없다']",15926,0,0,39,14,,,,,,,,,,,,,,,,
15907,목표도 없구요,"['목표', '없다']",15927,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,1,1,,
15924,안녕하세요,['안녕하다'],15944,1,1,,,,,,,,,,,,,,,,,,
15925,저는 중1 학생입니다,"['중', '학생', '이다']",15945,0,0,14,5,,,,,,,,,,,,,,,,
15929,고민입니다,"['고민', '이다']",15949,0,0,4,3,,,,,,,,,,,,,,,,
15930,어떻게 하면 좋을까요,"['어떻다', '하다', '좋다']",15950,0,0,5,4,,,,,,,,,,,,,,,,
15933,커리어넷에다가도 직업 검색을 해봤는데 잘 뜨지도 않고 이 직업에 대해 자세히 알고 싶은데 도와주세요,"['커리어', '가도', '직업', '검색', '해봤다', '자다', '뜨다', '않다', '직업', '대해', '자세하다', '알', '싶다', '도와주다']",15953,0,0,-1,0,-1,0,0,0,-1,0,4,4,,,,,,,,
15936,저는 좋아하는 것이나 싫어하는 것이 딱히 없습니다,"['좋아하다', '싫어하다', '딱하다', '없다']",15956,0,0,-1,0,-1,0,28,28,,,,,,,,,,,,
15939,이런 사람은 어떻게 해야 좀 더 수월하게 흥미있는 직업 또는 적성을 찾을 수 있을까요,"['이렇다', '사람', '어떻다', '하다', '더', '수월하다', '흥미', '직업', '적성', '찾다', '수']",15959,0,0,-1,0,46,46,,,,,,,,,,,,,,
15940,제가 소방공무원이 꿈인 중학교3학년 학생인데 제가 물어보고 싶은 질문이 3가지가 있습니다,"['소방', '공무원', '꿈', '중학교', '학년', '학생', '물어보다', '싶다', '질문', '가지']",15960,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,28,28,,
15944,아니면 고등학교 성적만 보는 것 인가요,"['아니다', '고등학교', '성적', '보다']",15964,0,0,-1,0,-1,0,21,21,,,,,,,,,,,,
15949,정말 많은 조언을 받았지만 이번엔 연기자에 대한 더 자세한 공부방법이나 더 자세한 학과 정보 연기 실제 연습이나 경험 활동 등 연기자배우라는 꿈에 더 적극적으로 다가갈 수 있는 도움을 바랍니다,"['정말', '많다', '조언', '받다', '연기자', '대한', '더', '자세하다', '공부', '방법', '더', '자세하다', '학과', '정보', '연기', '실제', '연습', '경험', '활동', '연기자', '배우', '꿈', '더', '적극', '다가가다', '수', '도움', '바라다']",15969,0,0,-1,0,-1,0,0,0,-1,0,24,24,,,,,,,,
15954,현재 고등학교 2학년 학생입니다,"['현재', '고등학교', '학년', '학생', '이다']",15974,0,0,11,5,,,,,,,,,,,,,,,,
15966,제가 유학에 대해서 생각할때는 제가 전혀 도피유학이라고 생각하지않았고 지금에서야 뒤에 저를 보며 알게됐습니다,"['유학', '대해', '생각', '하다', '전혀', '도피', '유학', '생각', '하다', '않다', '지금', '뒤', '보다', '알', '돼다']",15986,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,13,13,,,,
15974,제발 도와주세요 ,"['제발', '도와주다']",15994,5,4,,,,,,,,,,,,,,,,,,
15984,어릴적부터 나에대해서 잘 알고 싶었는데 진로 수업을 들어도 딱히 제가 원하는대로 알 수 없고 지난번에 진로 시간에 개인상담을 해 봤는데 제 직업 그런 쪽으로 봐서 저에대해 알 수 있는 시간이 많이 없는거 같아요,"['어리다', '적', '대해', '자다', '알', '싶다', '진로', '수업', '들다', '딱하다', '원하다', '알', '수', '없다', '지난번', '진로', '개인', '상담', '해', '보다', '직업', '그렇다', '쪽', '보다', '대해', '알', '수', '없다']",16004,0,0,-1,0,-1,0,0,0,-1,0,22,22,,,,,,,,
15986,그래서 요즘 저에대해서 관심을 가질 시간이 별로 없어요,"['요즘', '대해', '관심', '가지다', '별로', '없다']",16006,0,0,-1,0,-1,0,43,43,,,,,,,,,,,,
15988,저는 요즘엔 음악 피아노 쪽에 관심이 있어요,"['요즘', '음악', '피아노', '쪽', '관심']",16008,0,0,-1,0,-1,0,3,3,,,,,,,,,,,,
15998,저는 중2입니다,"['중', '이다']",16018,0,0,47,9,,,,,,,,,,,,,,,,
16003,이제 고 1로 올라온 학생입니다,"['이제', '고', '올라오다', '학생', '이다']",16023,0,0,-1,0,1,1,,,,,,,,,,,,,,
16006,그런데 이 직업에 전망이 사실 그리 좋지 못하고 경쟁률도 갈수록 높아지다 보니 성적이 좋지 않은 제가 이 길을 갈 수 있는지 고민이 되기 시작했습니다,"['직업', '전망', '사실', '그리다', '좋다', '못', '경쟁률', '갈수록', '높아지다', '보다', '성적', '좋다', '않다', '길', '갈다', '수', '고민', '되다', '시작', '하다']",16026,0,0,-1,0,-1,0,0,0,-1,0,38,38,,,,,,,,
16013,또 유사한 내용을 배우는 학과는 어떤 것이 있나요,"['유사하다', '내용', '배우다', '학과', '어떻다']",16033,0,0,-1,0,-1,0,0,0,-1,0,47,47,,,,,,,,
16018,아니면 커서 조금 잘하는 일을 하는게 좋을지 고민돼요 그리고 대학교를 가면 학과를 정하는건가요,"['아니다', '커서', '하다', '하다', '좋다', '고민', '돼다', '대학교', '가면', '학과', '정', '하다', '가요']",16038,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,23,23,,,,
16026,전 예술쪽으로 가고 싶어요,"['전', '예술', '쪽', '가다', '싶다']",16046,0,0,-1,0,-1,0,0,0,-1,0,39,39,,,,,,,,
16031,면잘 해낼 수있을 지도 모르겠고요,"['면', '자다', '해내다', '수', '지도', '모르다']",16051,0,0,-1,0,-1,0,5,5,,,,,,,,,,,,
16032,그래도 꿈을 포기하고 싶진 않아요,"['꿈', '포기', '싶다', '않다']",16052,0,0,-1,0,40,40,,,,,,,,,,,,,,
16033,기업보단 예술쪽으로 가고 싶어,"['기업', '예술', '쪽', '가다', '싶다']",16053,0,0,-1,0,-1,0,0,0,-1,0,39,39,,,,,,,,
16039,좋아하는 것도 없고요,"['좋아하다', '없다']",16059,0,0,-1,0,-1,0,28,28,,,,,,,,,,,,
16041,저는 대구에 사는 14살 ooo입니다,"['대구', '살다', '살', '이다']",16061,0,0,-1,0,53,53,,,,,,,,,,,,,,
16044,어떻게 할까요,"['어떻다', '하다', '요']",16064,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,29,29,,,,
16066,어떻게 해야하죠,"['어떻다', '하다']",16086,0,0,36,4,,,,,,,,,,,,,,,,
16070,그래서 제 시험 성적으로 될지 요즘 고민이에요,"['시험', '성적', '되다', '요즘', '고민']",16090,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,36,36,,
16077,저는 중학교 2학년 학생입니다,"['중학교', '학년', '학생', '이다']",16097,0,0,17,5,,,,,,,,,,,,,,,,
16080,나의 직업에 대한 정보가 부족하다,"['직업', '대한', '정보', '부족하다']",16100,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,8,8,,
16083,저는 꿈이 아이돌 이에요,"['꿈', '아이돌']",16103,0,0,-1,0,-1,0,25,25,,,,,,,,,,,,
16084,하지만 제가 이걸 해도돼는지 모르겠고 가능한지도 잘 모르갰어요,"['걸', '해도', '돼다', '모르다', '가능하다', '자다', '모르다', '개다']",16104,0,0,-1,0,-1,0,5,5,,,,,,,,,,,,
16085,안녕하세요,['안녕하다'],16105,1,1,,,,,,,,,,,,,,,,,,
16096,난 스포츠 또는 음악적으로 그런 취미를 가지고 싶지만 커리어넷에서 검사를 실시 하였을때 내가 관심이 없는 부류 내가 잘 못하는 것이 기초적으로 되어있는 유형직업들이 나와서 놀랐고 왜 이런 검사 결과가 나왔지라고 생각이 들어서 나에게 맞는 직업이 무엇인지를 모르겠다,"['난', '스포츠', '음악', '그렇다', '취미', '가지', '싶다', '커리어', '검사', '실시', '하다', '내', '관심', '없다', '부류', '내', '자다', '하다', '기초', '되어다', '유형', '직업', '나오다', '이렇다', '검사', '결과', '나오다', '생각', '들어서다', '맞다', '직업', '인지', '모르다']",16116,0,0,-1,0,46,46,,,,,,,,,,,,,,
16114,부모님께도 해보았지만 네가 가고 싶은 곳을 가면된다고만 말씀하셔서 혼자 많이 생각했었습니다,"['부모님', '도', '해보다', '가다', '싶다', '곳', '가면', '되다', '말씀', '하다', '생각', '하다']",16134,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,6,6,,,,
16118,나에게 밪는 직업이 뭔지 잘 모르겠다,"['밪는', '직업', '자다', '모르다']",16138,0,0,-1,0,21,21,,,,,,,,,,,,,,
16119,제 꿈은 PD입니다,"['꿈', '이다']",16139,0,0,-1,0,20,20,,,,,,,,,,,,,,
16122,감사합니다,['감사하다'],16142,7,2,,,,,,,,,,,,,,,,,,
16124,먼저 문과 족으로 간다면 외교관이나 법조인을 생각하고 있고 이과 쪽으로 가게 된다면 피부과 의사나 생면과학 연구원을 생각 중입니다,"['먼저', '문과', '족', '간다', '외교관', '법조인', '생각', '이과', '쪽', '가게', '되다', '피부', '의사', '생면', '과학', '연구원', '생각', '중', '이다']",16144,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,34,34
16136,어떻게 하는 것이 좋을까요,"['어떻다', '하다', '좋다']",16156,0,0,5,4,,,,,,,,,,,,,,,,
16138,처음에는 생물학과에 가고 싶었지만 공부가 뜻대로 않습니다,"['처음', '생물', '학과', '가다', '싶다', '공부', '않다']",16158,0,0,-1,0,-1,0,0,0,-1,0,3,3,,,,,,,,
16139,공부에 흥미가 없어 요리 쪽으로도 가고 싶지만 요리 쪽으로 간다면 대학을 가는게 좋을지 간다해도 취업은 어떻게 해야할지 걱정입니다,"['공부', '흥미', '없다', '요리', '쪽', '가다', '싶다', '요리', '쪽', '간다', '대학', '가다', '좋다', '간다', '하다', '취업', '어떻다', '하다', '하다', '걱정', '이다']",16159,0,0,-1,0,0,0,0,0,0,0,0,0,28,28,,,,,,
16140,차라리 졸업 후 바로 취업을 하고 싶지만 현실적으로 고졸을 써주는 기업이 많지 않아 걱정이 됩니다,"['졸업', '후', '취업', '하다', '싶다', '현실', '졸', '써주다', '기업', '많다', '않다', '걱정', '되다']",16160,0,0,-1,0,0,0,0,0,0,0,0,0,36,36,,,,,,
16142,어떻게 해야 좋을까요,"['어떻다', '하다', '좋다']",16162,0,0,5,4,,,,,,,,,,,,,,,,
16152,그래도 조향사나 약사가 되고 싶은데 이 직업들이 제 성향과 맞을까요,"['조향사', '약사', '되다', '싶다', '직업', '성향', '맞다']",16172,0,0,-1,0,-1,0,0,0,-1,0,23,23,,,,,,,,
16158,안녕하세요,['안녕하다'],16178,1,1,,,,,,,,,,,,,,,,,,
16159,저는 현재 고등학교 3학년입니다,"['현재', '고등학교', '학년', '이다']",16179,0,0,8,5,,,,,,,,,,,,,,,,
16160,저는 내신이 5초반대 정도 입니다,"['내신', '정도', '이다']",16180,0,0,-1,0,-1,0,20,20,,,,,,,,,,,,
16161,그런데 저의 진로는 유아교육학과 인데요,"['진로', '유아교육학', '이다']",16181,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,34,34,,
16163,있다면 어떤 대학교가 있는지 알고 싶고 만약 못간다면 성적을 어느정도로 올려야하는지 궁금하고 제가 이과인데 갈 수 있는지 수능때 수학 나를 쳐야하는지 알려주세요 ,"['어떻다', '대학교', '알', '싶다', '가다', '성적', '정도', '올리다', '궁금하다', '이과', '갈다', '수', '수능', '수학', '나르다', '치다', '알다']",16183,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,20,20,,
16164,IT 분야의 직업이 전망이 좋다는 이야기를 많이 들어서 IT 관련 직업에는 대표적으로 어떤 직업들이 있는지 알아보고 싶어요,"['분야', '직업', '전망', '좋다', '이야기', '들어서다', '관련', '직업', '대표', '어떻다', '직업', '알아보다', '싶다']",16184,0,0,-1,0,-1,0,0,0,17,17,,,,,,,,,,
16166,현 고등학생입니다,"['현', '고등학생', '이다']",16186,0,0,-1,0,1,1,,,,,,,,,,,,,,
16168,직업을 찾기 위해 받은 직업적성결과는 창의력이 90 언저리 수리영역이 50 자연친화력이 20이 나왔습니다,"['직업', '찾기', '위해', '받다', '직업', '성결', '창의력', '저리', '수리', '영역', '자연', '친화력', '나오다']",16188,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,8,8,,
16170,추천 직업들을 보니 전부 조건이 까다로운 창의력 하나만 높다고 할수 있는 직업들이 아니었습니다,"['추천', '직업', '보다', '조건', '까다롭다', '창의력', '높다', '하다', '직업', '아니다']",16190,0,0,-1,0,0,0,0,0,8,8,,,,,,,,,,
16173,평소에는 34등급의 성적이지만 꿈이 정해지면 학과의 맞춰 중요 과목만 2등급으로 올릴 생각입니다,"['평소', '성적', '꿈', '정해지다', '학과', '맞추다', '중요', '과목', '올리다', '생각', '이다']",16193,0,0,-1,0,-1,0,34,34,,,,,,,,,,,,
16190,현재 고등학교에 2학년으로 재학중이며 현재 미래에 대한 고민이 많은 상태입니다,"['현재', '고등학교', '학년', '재학', '현재', '미래', '대한', '고민', '많다', '상태', '이다']",16210,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,34,34,,
16193,진로 적성검사를 두여번 해보았지만 그래도 이게 나한테 맞는건지 잘 모르겠고 흥미가가는 직업도 없었던것 같습니다,"['진로', '적성검사', '번', '해보다', '맞다', '건지다', '자다', '모르다', '흥미', '가가', '직업', '없다']",16213,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,43,43,,
16197,올해17살 되는 학생입니다,"['올해', '살', '되다', '학생', '이다']",16217,0,0,-1,0,2,2,,,,,,,,,,,,,,
16213,안녕하세요 고등학교 1학년 여학생입니다,"['안녕하다', '고등학교', '학년', '여학생', '이다']",16233,0,0,-1,0,1,1,,,,,,,,,,,,,,
16218,올해 고1이 된 학생입니다,"['올해', '고', '되다', '학생', '이다']",16238,0,0,-1,0,2,2,,,,,,,,,,,,,,
16220,미래에 직업들의 전망이 어떤지 내가 잘 할 수 있는 것은 무엇인지도 모르겠어요,"['미래', '직업', '전망', '어떻다', '내', '자다', '하다', '수', '인지도', '모르다']",16240,0,0,-1,0,51,51,,,,,,,,,,,,,,
16223,저는 어떻게 해야 할까요,"['어떻다', '하다', '하다', '요']",16243,0,0,7,4,,,,,,,,,,,,,,,,
16224,안녕하세요 저는 올해 고1이된 학생입니다,"['안녕하다', '올해', '고', '되다', '학생', '이다']",16244,0,0,-1,0,2,2,,,,,,,,,,,,,,
16228,첫번쨰로 외교관이 되려면 어느 학교와 학과를 가는게 좋은지 궁금합니다,"['첫번쨰', '외교관', '되다', '학교', '학과', '가다', '좋다', '궁금하다']",16248,0,0,-1,0,-1,0,0,0,-1,0,40,40,,,,,,,,
16231,제 꿈은 신약개발연구원입니다,"['꿈', '개발', '연구원', '이다']",16251,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,28,28,,
16233,신약개발연구원이 되려면 생명공학과에 가야한다고 알고 있습니다,"['개발', '연구원', '되다', '생명공학', '가야', '고', '알']",16253,0,0,-1,0,-1,0,13,13,,,,,,,,,,,,
16235,수시로 가고 싶은데 성적은 어느 정도 받아야하는지 궁금하고 관련 동아리나 서적 봉사활동에는 어떤 종류가 있는지 궁금합니다,"['가다', '싶다', '성적', '정도', '받다', '궁금하다', '관련', '동아리', '서적', '봉사활동', '어떻다', '종류', '궁금하다']",16255,0,0,-1,0,-1,0,0,0,-1,0,3,3,,,,,,,,
16236,이번에 고등학교 올라가는 학생입니다,"['고등학교', '올라가다', '학생', '이다']",16256,0,0,11,5,,,,,,,,,,,,,,,,
16243,그래서 꿈이나 목표를 언제 정할 지는 모르지만 그 전에 생각 해볼 겸 각 직업에 대해 최대한 많은 걸 얻고 싶어요,"['꿈', '목표', '정', '하다', '지다', '모르다', '전', '생각', '해보다', '겸', '직업', '대해', '최대한', '많다', '걸', '얻다', '싶다']",16263,0,0,-1,0,-1,0,0,0,18,18,,,,,,,,,,
16245,나에게 맞는 직업이 무엇인지 모르겠다,"['맞다', '직업', '모르다']",16265,0,0,-1,0,21,21,,,,,,,,,,,,,,
16247,안녕하세요,['안녕하다'],16267,1,1,,,,,,,,,,,,,,,,,,
16252,아직 아무꿈이 없어 앞으로 대학교와 직업이 고민이 됩니다,"['꿈', '없다', '앞', '대학교', '직업', '고민', '되다']",16272,0,0,-1,0,-1,0,0,0,-1,0,23,23,,,,,,,,
16255,그래서 하고싶은것도 많아요,"['하다', '싶다', '많다']",16275,0,0,44,17,,,,,,,,,,,,,,,,
16259,도와주세요,['도와주다'],16279,12,4,,,,,,,,,,,,,,,,,,
16263,안정적인 직업을 찾고싶습니다,"['안정', '직업', '찾다']",16283,0,0,-1,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,8,8,,
16265,저는 이제16살 되는데요,"['이제', '살', '되다']",16285,0,0,-1,0,-1,0,35,35,,,,,,,,,,,,
16269,올해 중3인데요,"['올해', '중', '이다']",16289,0,0,-1,0,1,1,,,,,,,,,,,,,,
